,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread
2020-05-08,0.03902992417343939,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,255.802,3.37
2020-05-09,0.03902992417343939,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,255.802,3.37
2020-05-10,0.03902992417343939,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,255.802,3.37
2020-05-11,0.038264455323947906,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.73,255.802,3.41
2020-05-12,0.038629097640448994,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,255.802,3.4
2020-05-13,0.03903869940746344,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,255.802,3.43
2020-05-14,0.036970205688170214,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.63,255.802,3.41
2020-05-15,0.03697430525635426,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,255.802,3.41
2020-05-16,0.03697430525635426,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,255.802,3.41
2020-05-17,0.03697430525635426,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,255.802,3.41
2020-05-18,0.037691133424377785,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.73,255.802,3.38
2020-05-19,0.03360525124292222,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,255.802,3.3
2020-05-20,0.03392325322814809,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,255.802,3.24
2020-05-21,0.03375984363934957,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,255.802,3.18
2020-05-22,0.033549608431588746,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,255.802,3.18
2020-05-23,0.033549608431588746,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,255.802,3.18
2020-05-24,0.033549608431588746,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,255.802,3.18
2020-05-25,0.033549608431588746,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,255.802,3.18
2020-05-26,0.03363467859874059,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,255.802,3.14
2020-05-27,0.0336285233158277,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,255.802,3.11
2020-05-28,0.03273075790280107,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,255.802,3.1
2020-05-29,0.03298624738509459,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,255.802,3.08
2020-05-30,0.03298624738509459,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,255.802,3.08
2020-05-31,0.03298624738509459,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,255.802,3.08
2020-06-01,0.032660562581383945,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,257.042,3.1
2020-06-02,0.03188733678398227,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,257.042,3.08
2020-06-03,0.03017216314600328,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.77,257.042,3.02
2020-06-04,0.030191563600469012,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.82,257.042,2.99
2020-06-05,0.02966361926057097,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.91,257.042,2.86
2020-06-06,0.02966361926057097,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.91,257.042,2.86
2020-06-07,0.02966361926057097,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.91,257.042,2.86
2020-06-08,0.030247219228968183,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,257.042,2.81
2020-06-09,0.02903998560374592,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.84,257.042,2.8
2020-06-10,0.02975243363260589,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.75,257.042,2.86
2020-06-11,0.03364359003256334,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,257.042,2.91
2020-06-12,0.03300738105469452,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.91
2020-06-13,0.03300738105469452,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.91
2020-06-14,0.03300738105469452,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.91
2020-06-15,0.03254608470483324,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.93
2020-06-16,0.032512211994133525,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.75,257.042,2.89
2020-06-17,0.032501110245873724,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.74,257.042,2.87
2020-06-18,0.03136441210727812,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.86
2020-06-19,0.03099108970127997,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,257.042,2.87
2020-06-20,0.03099108970127997,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,257.042,2.87
2020-06-21,0.03099108970127997,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,257.042,2.87
2020-06-22,0.031114313515961493,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.71,257.042,2.86
2020-06-23,0.030972012032096184,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.72,257.042,2.87
2020-06-24,0.03144994206321998,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,257.042,2.89
2020-06-25,0.02996814992667841,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,257.042,2.92
2020-06-26,0.03241635438609618,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,257.042,2.92
2020-06-27,0.03241635438609618,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,257.042,2.92
2020-06-28,0.03241635438609618,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,257.042,2.92
2020-06-29,0.032482033597695116,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,257.042,2.94
2020-06-30,0.03183804445147423,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,257.042,2.93
2020-07-01,0.03185035017168183,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,258.352,2.89
2020-07-02,0.03150748634236973,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,258.352,2.87
2020-07-03,0.03150748634236973,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,258.352,2.87
2020-07-04,0.03150748634236973,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,258.352,2.87
2020-07-05,0.03150748634236973,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,258.352,2.87
2020-07-06,0.03145923292355765,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,258.352,2.83
2020-07-07,0.031946664034713565,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,258.352,2.81
2020-07-08,0.034780664094697225,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.67,258.352,2.77
2020-07-09,0.034944942305553714,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.62,258.352,2.73
2020-07-10,0.03472475531653606,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,258.352,2.74
2020-07-11,0.03472475531653606,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,258.352,2.74
2020-07-12,0.03472475531653606,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.65,258.352,2.74
2020-07-13,0.034769197580109386,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,258.352,2.74
2020-07-14,0.03469782070119673,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.63,258.352,2.71
2020-07-15,0.034273541017458775,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,258.352,2.71
2020-07-16,0.034133514663656314,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.62,258.352,2.69
2020-07-17,0.03413983170909964,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,258.352,2.68
2020-07-18,0.03413983170909964,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,258.352,2.68
2020-07-19,0.03413983170909964,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,258.352,2.68
2020-07-20,0.0341430979803814,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.62,258.352,2.66
2020-07-21,0.03343703466267496,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.61,258.352,2.63
2020-07-22,0.03341108054559376,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.6,258.352,2.61
2020-07-23,0.033019543959610625,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,258.352,2.58
2020-07-24,0.028185030663248786,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,258.352,2.58
2020-07-25,0.028185030663248786,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,258.352,2.58
2020-07-26,0.028185030663248786,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,258.352,2.58
2020-07-27,0.02742584489819482,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.62,258.352,2.56
2020-07-28,0.02707085508641157,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,258.352,2.57
2020-07-29,0.02727091959684035,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.58,258.352,2.61
2020-07-30,0.02750375555085921,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,258.352,2.6
2020-07-31,0.027158760687089112,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,258.352,2.6
2020-08-01,0.027158760687089112,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,259.316,2.6
2020-08-02,0.027158760687089112,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,259.316,2.6
2020-08-03,0.027198308807431234,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.56,259.316,2.63
2020-08-04,0.02698899235093326,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.52,259.316,2.62
2020-08-05,0.026994530963510635,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,259.316,2.59
2020-08-06,0.02577307828355276,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.55,259.316,2.57
2020-08-07,0.025073410756646337,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.57,259.316,2.57
2020-08-08,0.025073410756646337,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.57,259.316,2.57
2020-08-09,0.025073410756646337,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.57,259.316,2.57
2020-08-10,0.02184265889667426,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.59,259.316,2.56
2020-08-11,0.02446573789122117,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.64,259.316,2.59
